nom,classe,format,mode,largeur,hauteur,ecart_type_pixels,nombre_canaux,taille_octets,corrompue,chemin
cardboard1.jpg,cardboard,JPEG,RGB,512.0,384.0,40.58852860499886,3.0,17333,False,..\data\raw\cardboard\cardboard1.jpg
cardboard10.jpg,cardboard,JPEG,RGB,512.0,384.0,42.57128838691107,3.0,21683,False,..\data\raw\cardboard\cardboard10.jpg
cardboard100.jpg,cardboard,JPEG,RGB,512.0,384.0,46.10830456544567,3.0,14884,False,..\data\raw\cardboard\cardboard100.jpg
cardboard101.jpg,cardboard,JPEG,RGB,512.0,384.0,72.26399578522314,3.0,14289,False,..\data\raw\cardboard\cardboard101.jpg
cardboard102.jpg,cardboard,JPEG,RGB,512.0,384.0,48.3889369058145,3.0,18015,False,..\data\raw\cardboard\cardboard102.jpg
cardboard103.jpg,cardboard,JPEG,RGB,512.0,384.0,40.73937401345584,3.0,21104,False,..\data\raw\cardboard\cardboard103.jpg
cardboard104.jpg,cardboard,JPEG,RGB,512.0,384.0,38.82230370727143,3.0,17225,False,..\data\raw\cardboard\cardboard104.jpg
cardboard105.jpg,cardboard,JPEG,RGB,512.0,384.0,49.678720331152846,3.0,24417,False,..\data\raw\cardboard\cardboard105.jpg
cardboard106.jpg,cardboard,JPEG,RGB,512.0,384.0,57.07388291829091,3.0,26388,False,..\data\raw\cardboard\cardboard106.jpg
cardboard107.jpg,cardboard,JPEG,RGB,512.0,384.0,41.68289104812726,3.0,25368,False,..\data\raw\cardboard\cardboard107.jpg
cardboard108.jpg,cardboard,JPEG,RGB,512.0,384.0,39.314928392415325,3.0,25560,False,..\data\raw\cardboard\cardboard108.jpg
cardboard109.jpg,cardboard,JPEG,RGB,512.0,384.0,57.204866786908504,3.0,16635,False,..\data\raw\cardboard\cardboard109.jpg
cardboard11.jpg,cardboard,JPEG,RGB,512.0,384.0,51.11137754392029,3.0,20452,False,..\data\raw\cardboard\cardboard11.jpg
cardboard110.jpg,cardboard,JPEG,RGB,512.0,384.0,45.73789062834481,3.0,17368,False,..\data\raw\cardboard\cardboard110.jpg
cardboard111.jpg,cardboard,JPEG,RGB,512.0,384.0,45.8725204682007,3.0,24881,False,..\data\raw\cardboard\cardboard111.jpg
cardboard112.jpg,cardboard,JPEG,RGB,512.0,384.0,67.01841158239968,3.0,19018,False,..\data\raw\cardboard\cardboard112.jpg
cardboard113.jpg,cardboard,JPEG,RGB,512.0,384.0,55.702273612163175,3.0,20142,False,..\data\raw\cardboard\cardboard113.jpg
cardboard114.jpg,cardboard,JPEG,RGB,512.0,384.0,60.987957078242594,3.0,16470,False,..\data\raw\cardboard\cardboard114.jpg
cardboard115.jpg,cardboard,JPEG,RGB,512.0,384.0,42.690238573866104,3.0,16303,False,..\data\raw\cardboard\cardboard115.jpg
cardboard116.jpg,cardboard,JPEG,RGB,512.0,384.0,67.4603614769229,3.0,15247,False,..\data\raw\cardboard\cardboard116.jpg
cardboard117.jpg,cardboard,JPEG,RGB,48.0,32.0,63.59923259024207,3.0,1708,False,..\data\raw\cardboard\cardboard117.jpg
cardboard118.jpg,cardboard,JPEG,RGB,512.0,384.0,65.07667039142312,3.0,15835,False,..\data\raw\cardboard\cardboard118.jpg
cardboard119.jpg,cardboard,JPEG,RGB,512.0,384.0,54.039481549856,3.0,26115,False,..\data\raw\cardboard\cardboard119.jpg
cardboard12.jpg,cardboard,JPEG,RGB,512.0,384.0,46.296923555540324,3.0,25517,False,..\data\raw\cardboard\cardboard12.jpg
cardboard120.jpg,cardboard,JPEG,RGB,512.0,384.0,63.06379725010567,3.0,26389,False,..\data\raw\cardboard\cardboard120.jpg
cardboard121.jpg,cardboard,JPEG,RGB,512.0,384.0,59.8364669678533,3.0,12179,False,..\data\raw\cardboard\cardboard121.jpg
cardboard122.jpg,cardboard,JPEG,RGB,512.0,384.0,65.78318985216825,3.0,21298,False,..\data\raw\cardboard\cardboard122.jpg
cardboard123.jpg,cardboard,JPEG,RGB,512.0,384.0,68.76617150647837,3.0,16097,False,..\data\raw\cardboard\cardboard123.jpg
cardboard124.jpg,cardboard,JPEG,RGB,512.0,384.0,86.21384398781208,3.0,18424,False,..\data\raw\cardboard\cardboard124.jpg
cardboard125.jpg,cardboard,JPEG,RGB,512.0,384.0,68.05219151031952,3.0,19339,False,..\data\raw\cardboard\cardboard125.jpg
cardboard126.jpg,cardboard,JPEG,RGB,512.0,384.0,51.172268544500085,3.0,21567,False,..\data\raw\cardboard\cardboard126.jpg
cardboard127.jpg,cardboard,JPEG,RGB,512.0,384.0,48.81993098261723,3.0,20678,False,..\data\raw\cardboard\cardboard127.jpg
cardboard128.jpg,cardboard,JPEG,RGB,512.0,384.0,66.23908140458238,3.0,13559,False,..\data\raw\cardboard\cardboard128.jpg
cardboard129.jpg,cardboard,JPEG,RGB,512.0,384.0,58.079967886151536,3.0,16033,False,..\data\raw\cardboard\cardboard129.jpg
cardboard13.jpg,cardboard,JPEG,RGB,512.0,384.0,54.49273192581876,3.0,32896,False,..\data\raw\cardboard\cardboard13.jpg
cardboard130.jpg,cardboard,JPEG,RGB,512.0,384.0,56.17185949534933,3.0,16636,False,..\data\raw\cardboard\cardboard130.jpg
cardboard131.jpg,cardboard,JPEG,RGB,512.0,384.0,51.167389673571265,3.0,13743,False,..\data\raw\cardboard\cardboard131.jpg
cardboard132.jpg,cardboard,JPEG,RGB,512.0,384.0,39.998433862473526,3.0,10534,False,..\data\raw\cardboard\cardboard132.jpg
cardboard133.jpg,cardboard,JPEG,RGB,512.0,384.0,38.4934687309602,3.0,8940,False,..\data\raw\cardboard\cardboard133.jpg
cardboard134.jpg,cardboard,JPEG,RGB,512.0,384.0,43.14606240380005,3.0,9825,False,..\data\raw\cardboard\cardboard134.jpg
cardboard135.jpg,cardboard,JPEG,RGB,512.0,384.0,40.90846863147963,3.0,20111,False,..\data\raw\cardboard\cardboard135.jpg
cardboard136.jpg,cardboard,JPEG,RGB,512.0,384.0,27.86623264769615,3.0,7797,False,..\data\raw\cardboard\cardboard136.jpg
cardboard137.jpg,cardboard,JPEG,RGB,512.0,384.0,32.4762738982999,3.0,7724,False,..\data\raw\cardboard\cardboard137.jpg
cardboard138.jpg,cardboard,JPEG,RGB,512.0,384.0,52.789210327168334,3.0,17856,False,..\data\raw\cardboard\cardboard138.jpg
cardboard139.jpg,cardboard,JPEG,RGB,512.0,384.0,46.47260642179177,3.0,22215,False,..\data\raw\cardboard\cardboard139.jpg
cardboard13v.png,cardboard,PNG,RGBA,512.0,384.0,55.902520535163816,4.0,221825,False,..\data\raw\cardboard\cardboard13v.png
